sku,customer,period_date,quantity,revenue
SKU-027,Beta Manufacturing,2026-01-26,25,1814.5
SKU-027,Gamma Tools,2026-01-26,21,1524.18
SKU-027,Delta Corp,2026-01-26,10,725.8
SKU-027,Alfa Industries,2026-02-02,24,1741.92
SKU-027,Beta Manufacturing,2026-02-02,19,1379.02
SKU-027,Gamma Tools,2026-02-02,12,870.96
SKU-027,Delta Corp,2026-02-02,7,508.06
SKU-027,Alfa Industries,2026-02-09,45,3266.1
SKU-027,Beta Manufacturing,2026-02-09,36,2612.88
SKU-027,Gamma Tools,2026-02-09,20,1451.6
SKU-027,Delta Corp,2026-02-09,6,435.48
SKU-027,Alfa Industries,2026-02-16,19,1379.02
SKU-027,Beta Manufacturing,2026-02-16,15,1088.7
SKU-027,Gamma Tools,2026-02-16,10,725.8
SKU-027,Delta Corp,2026-02-16,1,72.58
SKU-027,Alfa Industries,2026-02-23,20,1451.6
SKU-027,Beta Manufacturing,2026-02-23,17,1233.86
SKU-027,Gamma Tools,2026-02-23,12,870.96
SKU-027,Delta Corp,2026-02-23,4,290.32
SKU-027,Alfa Industries,2026-03-02,18,1306.44
SKU-027,Beta Manufacturing,2026-03-02,15,1088.7
SKU-027,Gamma Tools,2026-03-02,10,725.8
SKU-027,Delta Corp,2026-03-02,7,508.06
SKU-028,Alfa Industries,2025-03-10,164,85778.56
SKU-028,Beta Manufacturing,2025-03-10,125,65380.0
SKU-028,Gamma Tools,2025-03-10,97,50734.88
SKU-028,Delta Corp,2025-03-10,34,17783.36
SKU-028,Alfa Industries,2025-03-17,202,105654.08
SKU-028,Beta Manufacturing,2025-03-17,144,75317.76
SKU-028,Gamma Tools,2025-03-17,122,63810.88
SKU-028,Delta Corp,2025-03-17,56,29290.24
SKU-028,Alfa Industries,2025-03-24,223,116637.92
SKU-028,Beta Manufacturing,2025-03-24,151,78979.04
SKU-028,Gamma Tools,2025-03-24,111,58057.44
SKU-028,Delta Corp,2025-03-24,112,58580.48
SKU-028,Alfa Industries,2025-03-31,224,117160.96
SKU-028,Beta Manufacturing,2025-03-31,217,113499.68
SKU-028,Gamma Tools,2025-03-31,130,67995.2
SKU-028,Delta Corp,2025-03-31,75,39228.0
SKU-028,Alfa Industries,2025-04-07,168,87870.72
SKU-028,Beta Manufacturing,2025-04-07,176,92055.04
SKU-028,Gamma Tools,2025-04-07,95,49688.8
SKU-028,Delta Corp,2025-04-07,56,29290.24
SKU-028,Alfa Industries,2025-04-14,239,125006.56
SKU-028,Beta Manufacturing,2025-04-14,190,99377.6
SKU-028,Gamma Tools,2025-04-14,120,62764.8
SKU-028,Delta Corp,2025-04-14,69,36089.76
SKU-028,Alfa Industries,2025-04-21,253,132329.12
SKU-028,Beta Manufacturing,2025-04-21,196,102515.84
SKU-028,Gamma Tools,2025-04-21,107,55965.28
SKU-028,Delta Corp,2025-04-21,64,33474.56
SKU-028,Alfa Industries,2025-04-28,226,118207.04
SKU-028,Beta Manufacturing,2025-04-28,162,84732.48
SKU-028,Gamma Tools,2025-04-28,114,59626.56
SKU-028,Delta Corp,2025-04-28,62,32428.48
SKU-028,Alfa Industries,2025-05-05,184,96239.36
SKU-028,Beta Manufacturing,2025-05-05,126,65903.04
SKU-028,Gamma Tools,2025-05-05,93,48642.72
SKU-028,Delta Corp,2025-05-05,67,35043.68
SKU-028,Alfa Industries,2025-05-12,206,107746.24
SKU-028,Beta Manufacturing,2025-05-12,162,84732.48
SKU-028,Gamma Tools,2025-05-12,94,49165.76
SKU-028,Delta Corp,2025-05-12,21,10983.84
SKU-028,Alfa Industries,2025-05-19,337,176264.48
SKU-028,Beta Manufacturing,2025-05-19,235,122914.4
SKU-028,Gamma Tools,2025-05-19,143,74794.72
SKU-028,Delta Corp,2025-05-19,80,41843.2
SKU-028,Alfa Industries,2025-05-26,368,192478.72
SKU-028,Beta Manufacturing,2025-05-26,276,144359.04
SKU-028,Gamma Tools,2025-05-26,162,84732.48
SKU-028,Delta Corp,2025-05-26,60,31382.4
SKU-028,Alfa Industries,2025-06-02,297,155342.88
SKU-028,Beta Manufacturing,2025-06-02,165,86301.6
SKU-028,Gamma Tools,2025-06-02,115,60149.6
SKU-028,Delta Corp,2025-06-02,109,57011.36
SKU-028,Alfa Industries,2025-06-09,299,156388.96
SKU-028,Beta Manufacturing,2025-06-09,245,128144.8
SKU-028,Gamma Tools,2025-06-09,183,95716.32
SKU-028,Delta Corp,2025-06-09,27,14122.08
SKU-028,Alfa Industries,2025-06-16,250,130760.0
SKU-028,Beta Manufacturing,2025-06-16,233,121868.32
SKU-028,Gamma Tools,2025-06-16,104,54396.16
SKU-028,Delta Corp,2025-06-16,179,93624.16
SKU-028,Alfa Industries,2025-06-23,235,122914.4
SKU-028,Beta Manufacturing,2025-06-23,174,91008.96
SKU-028,Gamma Tools,2025-06-23,110,57534.4
SKU-028,Delta Corp,2025-06-23,106,55442.24
SKU-028,Alfa Industries,2025-06-30,265,138605.6
SKU-028,Beta Manufacturing,2025-06-30,203,106177.12
SKU-028,Gamma Tools,2025-06-30,140,73225.6
SKU-028,Delta Corp,2025-06-30,48,25105.92
SKU-028,Alfa Industries,2025-07-07,138,72179.52
SKU-028,Beta Manufacturing,2025-07-07,102,53350.08
SKU-028,Gamma Tools,2025-07-07,73,38181.92
SKU-028,Delta Corp,2025-07-07,8,4184.32
SKU-028,Alfa Industries,2025-07-14,307,160573.28
SKU-028,Beta Manufacturing,2025-07-14,235,122914.4
SKU-028,Gamma Tools,2025-07-14,115,60149.6
SKU-028,Delta Corp,2025-07-14,29,15168.16
SKU-028,Alfa Industries,2025-07-21,194,101469.76
SKU-028,Beta Manufacturing,2025-07-21,164,85778.56
SKU-028,Gamma Tools,2025-07-21,95,49688.8
SKU-028,Delta Corp,2025-07-21,31,16214.24
SKU-028,Alfa Industries,2025-07-28,244,127621.76
SKU-028,Beta Manufacturing,2025-07-28,192,100423.68
SKU-028,Gamma Tools,2025-07-28,125,65380.0
SKU-028,Delta Corp,2025-07-28,72,37658.88
SKU-028,Alfa Industries,2025-08-04,271,141743.84
SKU-028,Beta Manufacturing,2025-08-04,203,106177.12
SKU-028,Gamma Tools,2025-08-04,153,80025.12
SKU-028,Delta Corp,2025-08-04,79,41320.16
SKU-028,Alfa Industries,2025-08-11,328,171557.12
SKU-028,Beta Manufacturing,2025-08-11,301,157435.04
SKU-028,Gamma Tools,2025-08-11,169,88393.76
SKU-028,Delta Corp,2025-08-11,47,24582.88
SKU-028,Alfa Industries,2025-08-18,188,98331.52
SKU-028,Beta Manufacturing,2025-08-18,141,73748.64
SKU-028,Gamma Tools,2025-08-18,100,52304.0
SKU-028,Delta Corp,2025-08-18,116,60672.64
SKU-028,Alfa Industries,2025-08-25,257,134421.28
SKU-028,Beta Manufacturing,2025-08-25,243,127098.72
SKU-028,Gamma Tools,2025-08-25,152,79502.08
SKU-028,Alfa Industries,2025-09-01,337,176264.48
SKU-028,Beta Manufacturing,2025-09-01,276,144359.04
SKU-028,Gamma Tools,2025-09-01,219,114545.76
SKU-028,Delta Corp,2025-09-01,8,4184.32
SKU-028,Alfa Industries,2025-09-08,212,110884.48
SKU-028,Beta Manufacturing,2025-09-08,177,92578.08
SKU-028,Gamma Tools,2025-09-08,117,61195.68
SKU-028,Delta Corp,2025-09-08,22,11506.88
SKU-028,Alfa Industries,2025-09-15,300,156912.0
SKU-028,Beta Manufacturing,2025-09-15,204,106700.16
SKU-028,Gamma Tools,2025-09-15,204,106700.16
SKU-028,Delta Corp,2025-09-15,15,7845.6
SKU-028,Alfa Industries,2025-09-22,276,144359.04
SKU-028,Beta Manufacturing,2025-09-22,210,109838.4
SKU-028,Gamma Tools,2025-09-22,140,73225.6
SKU-028,Delta Corp,2025-09-22,30,15691.2
SKU-028,Alfa Industries,2025-09-29,284,148543.36
SKU-028,Beta Manufacturing,2025-09-29,214,111930.56
SKU-028,Gamma Tools,2025-09-29,149,77932.96
SKU-028,Delta Corp,2025-09-29,73,38181.92
SKU-028,Alfa Industries,2025-10-06,258,134944.32
SKU-028,Beta Manufacturing,2025-10-06,227,118730.08
SKU-028,Gamma Tools,2025-10-06,115,60149.6
SKU-028,Delta Corp,2025-10-06,129,67472.16
SKU-028,Alfa Industries,2025-10-13,183,95716.32
SKU-028,Beta Manufacturing,2025-10-13,133,69564.32
SKU-028,Gamma Tools,2025-10-13,110,57534.4
SKU-028,Delta Corp,2025-10-13,26,13599.04
SKU-028,Alfa Industries,2025-10-20,265,138605.6
SKU-028,Beta Manufacturing,2025-10-20,206,107746.24
SKU-028,Gamma Tools,2025-10-20,118,61718.72
SKU-028,Delta Corp,2025-10-20,80,41843.2
SKU-028,Alfa Industries,2025-10-27,270,141220.8
SKU-028,Beta Manufacturing,2025-10-27,299,156388.96
SKU-028,Gamma Tools,2025-10-27,114,59626.56
SKU-028,Delta Corp,2025-10-27,33,17260.32
SKU-028,Alfa Industries,2025-11-03,289,151158.56
SKU-028,Beta Manufacturing,2025-11-03,176,92055.04
SKU-028,Gamma Tools,2025-11-03,157,82117.28
SKU-028,Delta Corp,2025-11-03,28,14645.12
SKU-028,Alfa Industries,2025-11-10,272,142266.88
SKU-028,Beta Manufacturing,2025-11-10,189,98854.56
SKU-028,Gamma Tools,2025-11-10,109,57011.36
SKU-028,Delta Corp,2025-11-10,44,23013.76
SKU-028,Alfa Industries,2025-11-17,307,160573.28
SKU-028,Beta Manufacturing,2025-11-17,187,97808.48
SKU-028,Gamma Tools,2025-11-17,119,62241.76
SKU-028,Delta Corp,2025-11-17,126,65903.04
SKU-028,Alfa Industries,2025-11-24,246,128667.84
SKU-028,Beta Manufacturing,2025-11-24,202,105654.08
SKU-028,Gamma Tools,2025-11-24,135,70610.4
SKU-028,Delta Corp,2025-11-24,50,26152.0
SKU-028,Alfa Industries,2025-12-01,224,117160.96
SKU-028,Beta Manufacturing,2025-12-01,195,101992.8
SKU-028,Gamma Tools,2025-12-01,108,56488.32
SKU-028,Delta Corp,2025-12-01,29,15168.16
SKU-028,Alfa Industries,2025-12-08,274,143312.96
SKU-028,Beta Manufacturing,2025-12-08,209,109315.36
SKU-028,Gamma Tools,2025-12-08,156,81594.24
SKU-028,Delta Corp,2025-12-08,41,21444.64
SKU-028,Alfa Industries,2025-12-15,179,93624.16
SKU-028,Beta Manufacturing,2025-12-15,160,83686.4
SKU-028,Gamma Tools,2025-12-15,106,55442.24
SKU-028,Delta Corp,2025-12-15,46,24059.84
SKU-028,Alfa Industries,2025-12-22,222,116114.88
SKU-028,Beta Manufacturing,2025-12-22,159,83163.36
SKU-028,Gamma Tools,2025-12-22,141,73748.64
SKU-028,Delta Corp,2025-12-22,39,20398.56
SKU-028,Alfa Industries,2025-12-29,307,160573.28
SKU-028,Beta Manufacturing,2025-12-29,181,94670.24
SKU-028,Gamma Tools,2025-12-29,182,95193.28
SKU-028,Delta Corp,2025-12-29,110,57534.4
SKU-028,Alfa Industries,2026-01-05,275,143836.0
SKU-028,Beta Manufacturing,2026-01-05,213,111407.52
SKU-028,Gamma Tools,2026-01-05,154,80548.16
SKU-028,Delta Corp,2026-01-05,89,46550.56
SKU-028,Alfa Industries,2026-01-12,348,182017.92
SKU-028,Beta Manufacturing,2026-01-12,283,148020.32
SKU-028,Gamma Tools,2026-01-12,155,81071.2
SKU-028,Delta Corp,2026-01-12,114,59626.56
SKU-028,Alfa Industries,2026-01-19,167,87347.68
SKU-028,Beta Manufacturing,2026-01-19,120,62764.8
SKU-028,Gamma Tools,2026-01-19,98,51257.92
SKU-028,Delta Corp,2026-01-19,23,12029.92
SKU-028,Alfa Industries,2026-01-26,252,131806.08
SKU-028,Beta Manufacturing,2026-01-26,187,97808.48
SKU-028,Gamma Tools,2026-01-26,110,57534.4
SKU-028,Delta Corp,2026-01-26,42,21967.68
SKU-028,Alfa Industries,2026-02-02,297,155342.88
SKU-028,Beta Manufacturing,2026-02-02,209,109315.36
SKU-028,Gamma Tools,2026-02-02,136,71133.44
SKU-028,Delta Corp,2026-02-02,75,39228.0
SKU-028,Alfa Industries,2026-02-09,181,94670.24
SKU-028,Beta Manufacturing,2026-02-09,166,86824.64
SKU-028,Gamma Tools,2026-02-09,102,53350.08
SKU-028,Delta Corp,2026-02-09,116,60672.64
SKU-028,Alfa Industries,2026-02-16,273,142789.92
SKU-028,Beta Manufacturing,2026-02-16,215,112453.6
SKU-028,Gamma Tools,2026-02-16,100,52304.0
SKU-028,Delta Corp,2026-02-16,169,88393.76
SKU-028,Alfa Industries,2026-02-23,224,117160.96
SKU-028,Beta Manufacturing,2026-02-23,183,95716.32
SKU-028,Gamma Tools,2026-02-23,144,75317.76
SKU-028,Delta Corp,2026-02-23,76,39751.04
SKU-028,Alfa Industries,2026-03-02,267,139651.68
SKU-028,Beta Manufacturing,2026-03-02,223,116637.92
SKU-028,Gamma Tools,2026-03-02,145,75840.8
SKU-028,Delta Corp,2026-03-02,6,3138.24
SKU-029,Alfa Industries,2025-03-10,150,38487.0
SKU-029,Beta Manufacturing,2025-03-10,92,23605.36
SKU-029,Gamma Tools,2025-03-10,71,18217.18
SKU-029,Delta Corp,2025-03-10,90,23092.2
SKU-029,Alfa Industries,2025-03-17,246,63118.68
SKU-029,Beta Manufacturing,2025-03-17,219,56191.02
SKU-029,Gamma Tools,2025-03-17,146,37460.68
SKU-029,Delta Corp,2025-03-17,88,22579.04
SKU-029,Alfa Industries,2025-03-24,189,48493.62
SKU-029,Beta Manufacturing,2025-03-24,158,40539.64
SKU-029,Gamma Tools,2025-03-24,87,22322.46
SKU-029,Delta Corp,2025-03-24,17,4361.86
SKU-029,Alfa Industries,2025-03-31,159,40796.22
SKU-029,Beta Manufacturing,2025-03-31,139,35664.62
SKU-029,Gamma Tools,2025-03-31,86,22065.88
SKU-029,Delta Corp,2025-03-31,33,8467.14
SKU-029,Alfa Industries,2025-04-07,199,51059.42
SKU-029,Beta Manufacturing,2025-04-07,153,39256.74
SKU-029,Gamma Tools,2025-04-07,112,28736.96
SKU-029,Delta Corp,2025-04-07,18,4618.44
SKU-029,Alfa Industries,2025-04-14,199,51059.42
SKU-029,Beta Manufacturing,2025-04-14,163,41822.54
SKU-029,Gamma Tools,2025-04-14,112,28736.96
SKU-029,Delta Corp,2025-04-14,94,24118.52
SKU-029,Alfa Industries,2025-04-21,157,40283.06
SKU-029,Beta Manufacturing,2025-04-21,110,28223.8
SKU-029,Gamma Tools,2025-04-21,73,18730.34
SKU-029,Delta Corp,2025-04-21,50,12829.0
SKU-029,Alfa Industries,2025-04-28,180,46184.4
SKU-029,Beta Manufacturing,2025-04-28,150,38487.0
SKU-029,Gamma Tools,2025-04-28,76,19500.08
SKU-029,Delta Corp,2025-04-28,36,9236.88
SKU-029,Alfa Industries,2025-05-05,209,53625.22
SKU-029,Beta Manufacturing,2025-05-05,178,45671.24
SKU-029,Gamma Tools,2025-05-05,133,34125.14
SKU-029,Delta Corp,2025-05-05,50,12829.0
SKU-029,Alfa Industries,2025-05-12,177,45414.66
SKU-029,Beta Manufacturing,2025-05-12,132,33868.56
SKU-029,Gamma Tools,2025-05-12,99,25401.42
SKU-029,Delta Corp,2025-05-12,31,7953.98
SKU-029,Alfa Industries,2025-05-19,168,43105.44
SKU-029,Beta Manufacturing,2025-05-19,111,28480.38
SKU-029,Gamma Tools,2025-05-19,78,20013.24
SKU-029,Delta Corp,2025-05-19,48,12315.84
SKU-029,Alfa Industries,2025-05-26,199,51059.42
SKU-029,Beta Manufacturing,2025-05-26,154,39513.32
SKU-029,Gamma Tools,2025-05-26,84,21552.72
SKU-029,Delta Corp,2025-05-26,47,12059.26
SKU-029,Alfa Industries,2025-06-02,135,34638.3
SKU-029,Beta Manufacturing,2025-06-02,116,29763.28
SKU-029,Gamma Tools,2025-06-02,57,14625.06
SKU-029,Delta Corp,2025-06-02,57,14625.06
SKU-029,Alfa Industries,2025-06-09,196,50289.68
SKU-029,Beta Manufacturing,2025-06-09,160,41052.8
SKU-029,Gamma Tools,2025-06-09,104,26684.32
SKU-029,Delta Corp,2025-06-09,60,15394.8
SKU-029,Alfa Industries,2025-06-16,194,49776.52
SKU-029,Beta Manufacturing,2025-06-16,168,43105.44
SKU-029,Gamma Tools,2025-06-16,99,25401.42
SKU-029,Delta Corp,2025-06-16,61,15651.38
SKU-029,Alfa Industries,2025-06-23,140,35921.2
SKU-029,Beta Manufacturing,2025-06-23,148,37973.84
SKU-029,Gamma Tools,2025-06-23,70,17960.6
SKU-029,Delta Corp,2025-06-23,66,16934.28
SKU-029,Alfa Industries,2025-06-30,151,38743.58
SKU-029,Beta Manufacturing,2025-06-30,117,30019.86
SKU-029,Gamma Tools,2025-06-30,90,23092.2
SKU-029,Delta Corp,2025-06-30,19,4875.02
SKU-029,Alfa Industries,2025-07-07,172,44131.76
SKU-029,Beta Manufacturing,2025-07-07,118,30276.44
SKU-029,Gamma Tools,2025-07-07,82,21039.56
SKU-029,Delta Corp,2025-07-07,54,13855.32
SKU-029,Alfa Industries,2025-07-14,228,58500.24
SKU-029,Beta Manufacturing,2025-07-14,157,40283.06
SKU-029,Gamma Tools,2025-07-14,146,37460.68
SKU-029,Delta Corp,2025-07-14,99,25401.42
SKU-029,Alfa Industries,2025-07-21,220,56447.6
SKU-029,Beta Manufacturing,2025-07-21,144,36947.52
SKU-029,Gamma Tools,2025-07-21,89,22835.62
SKU-029,Delta Corp,2025-07-21,60,15394.8
SKU-029,Alfa Industries,2025-07-28,139,35664.62
SKU-029,Beta Manufacturing,2025-07-28,111,28480.38
SKU-029,Gamma Tools,2025-07-28,71,18217.18
SKU-029,Delta Corp,2025-07-28,41,10519.78
SKU-029,Alfa Industries,2025-08-04,196,50289.68
SKU-029,Beta Manufacturing,2025-08-04,143,36690.94
SKU-029,Gamma Tools,2025-08-04,114,29250.12
SKU-029,Delta Corp,2025-08-04,82,21039.56
SKU-029,Alfa Industries,2025-08-11,187,47980.46
SKU-029,Beta Manufacturing,2025-08-11,143,36690.94
SKU-029,Gamma Tools,2025-08-11,130,33355.4
SKU-029,Delta Corp,2025-08-11,57,14625.06
SKU-029,Alfa Industries,2025-08-18,180,46184.4
SKU-029,Beta Manufacturing,2025-08-18,142,36434.36
SKU-029,Gamma Tools,2025-08-18,81,20782.98
SKU-029,Delta Corp,2025-08-18,81,20782.98
SKU-029,Alfa Industries,2025-08-25,173,44388.34
SKU-029,Beta Manufacturing,2025-08-25,106,27197.48
SKU-029,Gamma Tools,2025-08-25,70,17960.6
SKU-029,Delta Corp,2025-08-25,47,12059.26
SKU-029,Alfa Industries,2025-09-01,239,61322.62
SKU-029,Beta Manufacturing,2025-09-01,194,49776.52
SKU-029,Gamma Tools,2025-09-01,105,26940.9
SKU-029,Delta Corp,2025-09-01,32,8210.56
SKU-029,Alfa Industries,2025-09-08,173,44388.34
SKU-029,Beta Manufacturing,2025-09-08,149,38230.42
SKU-029,Gamma Tools,2025-09-08,99,25401.42
SKU-029,Delta Corp,2025-09-08,36,9236.88
SKU-029,Alfa Industries,2025-09-15,250,64145.0
SKU-029,Beta Manufacturing,2025-09-15,196,50289.68
SKU-029,Gamma Tools,2025-09-15,154,39513.32
SKU-029,Delta Corp,2025-09-15,29,7440.82
SKU-029,Alfa Industries,2025-09-22,221,56704.18
SKU-029,Beta Manufacturing,2025-09-22,164,42079.12
SKU-029,Gamma Tools,2025-09-22,107,27454.06
SKU-029,Delta Corp,2025-09-22,23,5901.34
SKU-029,Alfa Industries,2025-09-29,176,45158.08
SKU-029,Beta Manufacturing,2025-09-29,104,26684.32
SKU-029,Gamma Tools,2025-09-29,86,22065.88
SKU-029,Delta Corp,2025-09-29,57,14625.06
SKU-029,Alfa Industries,2025-10-06,233,59783.14
SKU-029,Beta Manufacturing,2025-10-06,155,39769.9
SKU-029,Gamma Tools,2025-10-06,110,28223.8
SKU-029,Delta Corp,2025-10-06,41,10519.78
SKU-029,Alfa Industries,2025-10-13,195,50033.1
SKU-029,Beta Manufacturing,2025-10-13,146,37460.68
SKU-029,Gamma Tools,2025-10-13,89,22835.62
SKU-029,Delta Corp,2025-10-13,15,3848.7
SKU-029,Alfa Industries,2025-10-20,256,65684.48
SKU-029,Beta Manufacturing,2025-10-20,222,56960.76
SKU-029,Gamma Tools,2025-10-20,146,37460.68
SKU-029,Delta Corp,2025-10-20,20,5131.6
SKU-029,Alfa Industries,2025-10-27,201,51572.58
SKU-029,Beta Manufacturing,2025-10-27,109,27967.22
SKU-029,Gamma Tools,2025-10-27,88,22579.04
SKU-029,Delta Corp,2025-10-27,46,11802.68
SKU-029,Alfa Industries,2025-11-03,206,52855.48
SKU-029,Beta Manufacturing,2025-11-03,164,42079.12
SKU-029,Gamma Tools,2025-11-03,108,27710.64
SKU-029,Delta Corp,2025-11-03,48,12315.84
SKU-029,Alfa Industries,2025-11-10,241,61835.78
SKU-029,Beta Manufacturing,2025-11-10,113,28993.54
SKU-029,Gamma Tools,2025-11-10,115,29506.7
SKU-029,Delta Corp,2025-11-10,82,21039.56
SKU-029,Alfa Industries,2025-11-17,240,61579.2
SKU-029,Beta Manufacturing,2025-11-17,146,37460.68
SKU-029,Gamma Tools,2025-11-17,119,30533.02
SKU-029,Delta Corp,2025-11-17,78,20013.24
SKU-029,Alfa Industries,2025-11-24,186,47723.88
SKU-029,Beta Manufacturing,2025-11-24,179,45927.82
SKU-029,Gamma Tools,2025-11-24,85,21809.3
SKU-029,Delta Corp,2025-11-24,65,16677.7
SKU-029,Alfa Industries,2025-12-01,207,53112.06
SKU-029,Beta Manufacturing,2025-12-01,131,33611.98
SKU-029,Gamma Tools,2025-12-01,100,25658.0
SKU-029,Delta Corp,2025-12-01,45,11546.1
SKU-029,Alfa Industries,2025-12-08,181,46440.98
SKU-029,Beta Manufacturing,2025-12-08,157,40283.06
SKU-029,Gamma Tools,2025-12-08,81,20782.98
SKU-029,Delta Corp,2025-12-08,28,7184.24
SKU-029,Alfa Industries,2025-12-15,272,69789.76
SKU-029,Beta Manufacturing,2025-12-15,175,44901.5
SKU-029,Gamma Tools,2025-12-15,153,39256.74
SKU-029,Delta Corp,2025-12-15,6,1539.48
SKU-029,Alfa Industries,2025-12-22,210,53881.8
SKU-029,Beta Manufacturing,2025-12-22,136,34894.88
SKU-029,Gamma Tools,2025-12-22,87,22322.46
SKU-029,Delta Corp,2025-12-22,103,26427.74
SKU-029,Alfa Industries,2025-12-29,278,71329.24
SKU-029,Beta Manufacturing,2025-12-29,208,53368.64
SKU-029,Gamma Tools,2025-12-29,117,30019.86
SKU-029,Delta Corp,2025-12-29,42,10776.36
SKU-029,Alfa Industries,2026-01-05,215,55164.7
SKU-029,Beta Manufacturing,2026-01-05,170,43618.6
SKU-029,Gamma Tools,2026-01-05,115,29506.7
SKU-029,Delta Corp,2026-01-05,39,10006.62
SKU-029,Alfa Industries,2026-01-12,166,42592.28
SKU-029,Beta Manufacturing,2026-01-12,152,39000.16
SKU-029,Gamma Tools,2026-01-12,84,21552.72
SKU-029,Delta Corp,2026-01-12,48,12315.84
SKU-029,Alfa Industries,2026-01-19,194,49776.52
SKU-029,Beta Manufacturing,2026-01-19,132,33868.56
SKU-029,Gamma Tools,2026-01-19,111,28480.38
SKU-029,Delta Corp,2026-01-19,115,29506.7
SKU-029,Alfa Industries,2026-01-26,191,49006.78
SKU-029,Beta Manufacturing,2026-01-26,148,37973.84
SKU-029,Gamma Tools,2026-01-26,95,24375.1
SKU-029,Delta Corp,2026-01-26,25,6414.5
SKU-029,Alfa Industries,2026-02-02,163,41822.54
SKU-029,Beta Manufacturing,2026-02-02,137,35151.46
SKU-029,Gamma Tools,2026-02-02,116,29763.28
SKU-029,Delta Corp,2026-02-02,6,1539.48
SKU-029,Alfa Industries,2026-02-09,210,53881.8
SKU-029,Beta Manufacturing,2026-02-09,156,40026.48
SKU-029,Gamma Tools,2026-02-09,114,29250.12
SKU-029,Delta Corp,2026-02-09,45,11546.1
SKU-029,Alfa Industries,2026-02-16,173,44388.34
SKU-029,Beta Manufacturing,2026-02-16,138,35408.04
SKU-029,Gamma Tools,2026-02-16,102,26171.16
SKU-029,Delta Corp,2026-02-16,55,14111.9
SKU-029,Alfa Industries,2026-02-23,230,59013.4
SKU-029,Beta Manufacturing,2026-02-23,202,51829.16
SKU-029,Gamma Tools,2026-02-23,95,24375.1
SKU-029,Delta Corp,2026-02-23,54,13855.32
SKU-029,Alfa Industries,2026-03-02,183,46954.14
SKU-029,Beta Manufacturing,2026-03-02,131,33611.98
SKU-029,Gamma Tools,2026-03-02,109,27967.22
SKU-029,Delta Corp,2026-03-02,12,3078.96
SKU-030,Alfa Industries,2025-03-10,157,116344.85
SKU-030,Beta Manufacturing,2025-03-10,124,91890.2
SKU-030,Gamma Tools,2025-03-10,80,59284.0
SKU-030,Delta Corp,2025-03-10,62,45945.1
SKU-030,Alfa Industries,2025-03-17,181,134130.05
SKU-030,Beta Manufacturing,2025-03-17,140,103747.0
SKU-030,Gamma Tools,2025-03-17,104,77069.2
SKU-030,Delta Corp,2025-03-17,108,80033.4
SKU-030,Alfa Industries,2025-03-24,250,185262.5
SKU-030,Beta Manufacturing,2025-03-24,205,151915.25
SKU-030,Gamma Tools,2025-03-24,116,85961.8
SKU-030,Delta Corp,2025-03-24,41,30383.05
SKU-030,Alfa Industries,2025-03-31,264,195637.2
SKU-030,Beta Manufacturing,2025-03-31,184,136353.2
SKU-030,Gamma Tools,2025-03-31,121,89667.05
SKU-030,Delta Corp,2025-03-31,52,38534.6
SKU-030,Alfa Industries,2025-04-07,302,223797.1
SKU-030,Beta Manufacturing,2025-04-07,194,143763.7
SKU-030,Gamma Tools,2025-04-07,139,103005.95
SKU-030,Delta Corp,2025-04-07,69,51132.45
SKU-030,Alfa Industries,2025-04-14,217,160807.85
SKU-030,Beta Manufacturing,2025-04-14,138,102264.9
SKU-030,Gamma Tools,2025-04-14,109,80774.45
SKU-030,Delta Corp,2025-04-14,12,8892.6
SKU-030,Alfa Industries,2025-04-21,228,168959.4
SKU-030,Beta Manufacturing,2025-04-21,194,143763.7
SKU-030,Gamma Tools,2025-04-21,138,102264.9
SKU-030,Delta Corp,2025-04-21,89,65953.45
SKU-030,Alfa Industries,2025-04-28,202,149692.1
SKU-030,Beta Manufacturing,2025-04-28,151,111898.55
SKU-030,Gamma Tools,2025-04-28,106,78551.3
SKU-030,Delta Corp,2025-04-28,72,53355.6
SKU-030,Alfa Industries,2025-05-05,194,143763.7
SKU-030,Beta Manufacturing,2025-05-05,110,81515.5
SKU-030,Gamma Tools,2025-05-05,78,57801.9
SKU-030,Delta Corp,2025-05-05,99,73363.95
SKU-030,Alfa Industries,2025-05-12,160,118568.0
SKU-030,Beta Manufacturing,2025-05-12,127,94113.35
SKU-030,Gamma Tools,2025-05-12,78,57801.9
SKU-030,Delta Corp,2025-05-12,23,17044.15
SKU-030,Alfa Industries,2025-05-19,175,129683.75
SKU-030,Beta Manufacturing,2025-05-19,152,112639.6
SKU-030,Gamma Tools,2025-05-19,69,51132.45
SKU-030,Delta Corp,2025-05-19,38,28159.9
SKU-030,Alfa Industries,2025-05-26,229,169700.45
SKU-030,Beta Manufacturing,2025-05-26,207,153397.35
SKU-030,Gamma Tools,2025-05-26,111,82256.55
SKU-030,Delta Corp,2025-05-26,60,44463.0
SKU-030,Alfa Industries,2025-06-02,223,165254.15
SKU-030,Beta Manufacturing,2025-06-02,152,112639.6
SKU-030,Gamma Tools,2025-06-02,101,74846.05
SKU-030,Delta Corp,2025-06-02,64,47427.2
SKU-030,Alfa Industries,2025-06-09,207,153397.35
SKU-030,Beta Manufacturing,2025-06-09,147,108934.35
SKU-030,Gamma Tools,2025-06-09,77,57060.85
SKU-030,Delta Corp,2025-06-09,36,26677.8
SKU-030,Alfa Industries,2025-06-16,261,193414.05
